,sid,filename,begin,end,transcript,description,caption,chars_query,selected_character,chars_all
19961,185-486,5555360238519252381.xml,1460.03,1460.18,,,a woman is looking at a man and then he looks away,,,
19962,185-487,5555360238519252381.xml,1460.19,1461.24,,,a woman is kissing a man s neck,,,
19963,185-488,5555360238519252381.xml,1462.0,1468.07,"Why? Why do you care?  Why do you care, Ronnie?  It's old news.",,a man is talking to a woman and she is smiling,Janine,,
19964,185-489,5555360238519252381.xml,1468.08,1470.21,Bradley is dead. My son is dead.  He's paid the price.,,a woman is kissing a man and he is smiling,,,
19965,185-490,5555360238519252381.xml,1470.22,1471.14,,,a man is looking at a woman and then he looks away,,,
19966,185-491,5555360238519252381.xml,1471.15,1472.23,For what she did. ,,a man is walking in a room with a <unk>,,,
19967,185-492,5555360238519252381.xml,1472.24,1473.1,,,a man is walking in a room with a <unk>,,,
19968,185-493,5555360238519252381.xml,1473.11,1474.12,,,a man is talking to a woman and she is smiling,,,
19969,185-494,5555360238519252381.xml,1474.13,1487.2,"I know what he did to her, Max.  Yeah, that's right, she told me.  I would say that is a motive.  That is a pretty solid motive, wouldn't you say? You didn't even like him, Ronnie.  So what's it matter?",,a woman is wearing a white dress and walking down a hallway,Janine Ryan,,
19970,185-495,5555360238519252381.xml,1487.21,1494.2,"He was my father.  He was this baby's grandfather. If Stacey Slater murdered my  father, then I want to know.",,a woman with long hair is looking at something,,,
19971,185-496,5555360238519252381.xml,1494.21,1495.2,,,a man is looking at something and then looks away,,,
19972,185-497,5555360238519252381.xml,1495.21,1497.0,"Why, what you going to do about it? ",,a woman with long hair is looking at something,,,
19973,185-498,5555360238519252381.xml,1497.01,1498.02,"Everything OK?  Yeah, yeah, yeah, fine.",,a man is dancing in a room with a lot of people,,,
19974,185-499,5555360238519252381.xml,1498.03,1501.1,Ronnie's... Ronnie's just going.  Am I?,,a woman is looking at a man and then he looks away,Janine,,
19975,185-500,5555360238519252381.xml,1501.11,1506.16,I'd rather stay and watch you  explain to her why you're so desperate to protect Stacey Slater.,,a woman with long hair is talking and smiling,,,
19976,185-501,5555360238519252381.xml,1506.17,1508.0,,,a woman with long hair is looking at something,,,
19977,185-502,5555360238519252381.xml,1508.01,1510.17,,,a man is looking at something and then looks away,,,
19978,185-503,5555360238519252381.xml,1510.18,1512.12,,,a man is holding a woman s hand and kissing her,,,
19979,185-504,5555360238519252381.xml,1512.13,1513.05,,,a woman is talking to a man and he is talking to him,,,
19980,185-505,5555360238519252381.xml,1513.06,1516.09,,DOORBELL RINGS ,a woman with long hair is smiling and talking,,,
19981,185-506,5555360238519252381.xml,1516.1,1517.14,,,a woman is standing in a kitchen with a dog,,,
19982,185-507,5555360238519252381.xml,1517.15,1519.06,,,a man is walking through a room with a lot of people,,,
19983,185-508,5555360238519252381.xml,1519.07,1520.05,,,a woman with long hair is smiling and talking,Stacey,Stacey,
19984,185-509,5555360238519252381.xml,1520.06,1522.09,,,a woman is looking at a man and then he looks away,Stacey,,
19985,185-510,5555360238519252381.xml,1522.1,1523.17,,,a woman is looking at a man and then he smiles,,,
19986,185-511,5555360238519252381.xml,1523.18,1524.24,"He's not here, Janine.  You going somewhere, Stace? You running away with my husband?",,a person is putting a ring on a spoon,,,
19987,185-512,5555360238519252381.xml,1525.0,1526.07,,,a woman is looking at a man and smiling,Janine,Janine,
19988,185-513,5555360238519252381.xml,1526.08,1527.11,,,a woman with long hair is smiling and talking,Stacey,Stacey,
19989,185-514,5555360238519252381.xml,1527.12,1528.05,,,a woman is looking at a man and smiling,,,
19990,185-515,5555360238519252381.xml,1528.06,1529.11,Is that what you're doing?  Just get out.,,a man is looking at a cat and then he turns away,,,
19991,185-516,5555360238519252381.xml,1529.12,1531.01,,,a woman with long hair is smiling and talking,Stacey,,
19992,185-517,5555360238519252381.xml,1531.02,1534.12,"Just get out, Janine.  No.",,a woman is dancing in a kitchen,Stacey,,
19993,185-518,5555360238519252381.xml,1534.13,1540.01,"He died for you.  Bradley died for you. You cheated on him, broke up his  family... You broke his heart.",,a woman is talking to a man and he is smiling,Janine Stacey,,
19994,185-519,5555360238519252381.xml,1540.02,1547.12,"That's who you are, Stacey.  And you're going to  do the same to Ryan.",,a woman is talking to a man and he is smiling,Stacey,Stacey,
19995,185-520,5555360238519252381.xml,1547.13,1553.05,"No, I won't. I won't.  That was before. That's you. That's what you're like.  You're sick, Stacey. ",,a woman is talking to a man and he is smiling,Janine,,
19996,185-521,5555360238519252381.xml,1553.06,1556.22,You're mentally ill.  You can't help it.,,a woman is talking to a man and he is smiling,Stacey,Stacey,
19997,185-522,5555360238519252381.xml,1556.23,1559.21,"I understand, I really do. ",,a woman is looking at something and smiling,Janine,Janine,
19998,185-523,5555360238519252381.xml,1559.22,1564.07,"But you hurt people, whoever gets  close to you, and I don't want to see you do the same to Ryan.",,a woman is talking to a man and he is smiling,Stacey,Stacey,Stacey
19999,185-524,5555360238519252381.xml,1564.08,1566.13,"Well, I won't. ",,a woman is talking to a man and he is smiling,Janine,,
20000,185-525,5555360238519252381.xml,1566.14,1568.18,What about Archie? Hm? ,,a woman is talking to a man and he is smiling,,,
20001,185-526,5555360238519252381.xml,1568.19,1570.01,"You've got no proof, Janine.  You've got nothing. No.",,a woman is talking to a man and he is talking to her,Janine,,
20002,185-527,5555360238519252381.xml,1570.02,1577.05,"But you did it, didn't you?  You killed him.  My fiance, the man that I adored. ",,a woman is kissing a man s neck,Janine,Janine,Janine
20003,185-528,5555360238519252381.xml,1577.06,1580.01,"You went over there and you caved his  head in in cold blood, over there in",,a woman is looking at a man and smiling,,,
20004,185-529,5555360238519252381.xml,1580.02,1585.17,"that pub, not even 50 yards away,  and then you stood right by...",,a woman is kissing a man s neck,Janine,Janine,
20005,185-530,5555360238519252381.xml,1585.18,1588.17,Bradley - you let your own  husband take the blame.,,a woman is kissing a man s neck,,,
20006,185-531,5555360238519252381.xml,1588.18,1605.01,"You let your own husband die.  You killed him.  No, I didn't want that. I never wanted that. But that's what you did, isn't it?  Because you're a murderer,  and until you pay for what you've done, you're never going to be free  of that. Never.",,a woman is looking at a man and smiling,Janine Stacey,Janine,
20007,185-532,5555360238519252381.xml,1605.02,1607.0,,,a woman is looking at a man and smiling,,,
20008,185-533,5555360238519252381.xml,1607.01,1608.14,"You and Stacey were so intent...  Please, don't, can you stop it? This is all my fault.",,a woman is talking to a man and he is smiling,Stacey,,
20009,185-534,5555360238519252381.xml,1608.15,1610.05,,,a man is looking at a woman and then she smiles,Ryan,,
20010,185-535,5555360238519252381.xml,1610.06,1611.11,"Go on, get out.  I've had enough of this.",,a woman is looking at a man and smiling,,,
20011,185-536,5555360238519252381.xml,1611.12,1615.2,"Fine, I'm going to go and tell Roxy.  There's no need to  do that, is there?",,a man is talking to a woman in front of a window,Ryan,Ryan,
20012,185-537,5555360238519252381.xml,1615.21,1620.19,"Ronnie, I can explain.  This is all my fault. Lauren, this ain't your fault. ",,a man is looking at something and then looks away,,,
20013,185-538,5555360238519252381.xml,1620.2,1623.08,"I don't understand...  Lauren, can you just come back down here, please?",,a woman is looking at a man and smiling,,,
20014,185-539,5555360238519252381.xml,1623.09,1624.17,,,a woman is smiling and talking to a man,Janine,,
20015,185-540,5555360238519252381.xml,1624.18,1626.07,"What's all this about?  Tan, with all respect, it's none of your business.",,a man is wearing a hat and moving his hands,,,
20016,185-541,5555360238519252381.xml,1626.08,1629.04,My daughter's just gone off in tears.  What have you dragged her into now?,,a woman is smiling and talking to a man,Janine,,
20017,185-542,5555360238519252381.xml,1629.05,1631.03,,,a man is wearing a hat and talking,,,
20018,185-543,5555360238519252381.xml,1631.04,1636.22,I ain't dragged her into nothing.  She found out about something. You and Stacey?  What?,,a woman is smiling and talking to a man,Janine,,
20019,185-544,5555360238519252381.xml,1636.23,1639.13,"Is any of this true?  No! Course it isn't. No, cos you've changed, haven't you?",,a woman is smiling and talking to a man,Janine,,
20020,185-545,5555360238519252381.xml,1639.14,1643.03,"You're a reformed character.  Greg, will you get my coat? Dad, will you please explain?",,a woman is talking to a man and he is talking to her,Janine Ryan,,
20021,185-546,5555360238519252381.xml,1643.04,1645.11,There's nothing going on. Everyone's  just got the wrong end of the stick.,,a man is looking at a mirror and then he looks away,Janine,,
20022,185-547,5555360238519252381.xml,1645.12,1647.04,,,a woman is looking at something and smiling,,,
20023,185-548,5555360238519252381.xml,1647.05,1649.24,"He's protecting her.  He's still with her. Tan, can you shut your mouth?  You ain't got a clue.",,a man is talking to a woman and she is smiling,,,
20024,185-549,5555360238519252381.xml,1650.0,1652.14,"Oh, haven't I? The only reason you  split up with that cheap little tart was because you got found out.",,a woman is smiling and talking to a man,Janine,,
20025,185-550,5555360238519252381.xml,1652.15,1653.04,,,a man is looking at something and then looks away,,,
20026,185-551,5555360238519252381.xml,1653.05,1654.11,,,a man is dancing in a room,,,
20027,185-552,5555360238519252381.xml,1654.12,1656.11,,,a woman with long hair is smiling and talking,,,
20028,185-553,5555360238519252381.xml,1656.12,1659.01,"Otherwise you'd still be with  her now, wouldn't you? Right now.",,a woman is talking to a man and he is smiling,Janine,,
20029,185-554,5555360238519252381.xml,1659.02,1659.12,,,a woman is talking to a man and he is smiling,,,
20030,185-555,5555360238519252381.xml,1659.13,1660.23,"If I were you, love, I'd get out  while you've still got a chance.",,a man is talking to a woman and she is smiling,Ryan,Ryan,
20031,185-556,5555360238519252381.xml,1660.24,1663.15,I have to go and sort this out. ,,a woman is dancing in a crowd of people,Ryan,Ryan,
20032,185-557,5555360238519252381.xml,1663.16,1664.16,,,a woman is talking to a man and he is smiling,Ryan,,
20033,185-558,5555360238519252381.xml,1664.17,1665.02,Sort what out?  This mess. Ronnie.,,a woman with dark hair is smiling and talking,Janine,,
20034,185-559,5555360238519252381.xml,1665.03,1667.08,,,a woman with long hair is smiling and talking,,,
20035,185-560,5555360238519252381.xml,1667.09,1676.16,"He don't change. Never will.  Still loves her.  Did then, does now. ",,a woman is looking at something and smiling,Janine Ryan,Janine Ryan,
20036,185-561,5555360238519252381.xml,1676.17,1732.15,"Do you really think you can just  forget about Bradley? Do you? Do you think you can just...  put all that behind you?  I saw him, Stacey. I was there.  I saw him scrabbling  up onto that roof. Scared.  Running because of you.  I heard him call you.  What was it like, do you think?  Hmm? Looking down,  nowhere to turn, trapped... and then seeing you.  How scared did he feel  when he realised he was going to die?  Do you ever think about that? Do you? Do you ever think that...  it should have been you up there? You that fell?  You lying dead on the pavement? Hm? Why don't you just do us all  a favour and jump off, Stacey?",,a woman is looking at a man and smiling,Janine Stacey,Janine Stacey,Stacey
20037,185-562,5555360238519252381.xml,1732.16,1738.02,Let that little girl have a life  without a murderer for a mother. That's what you are. ,,a woman is kissing a man s neck,Janine,Janine,
20038,185-563,5555360238519252381.xml,1738.03,1741.23,You're a murderer.  You don't deserve Ryan's love. ,,a woman is looking at a man and smiling,Stacey,,
20039,185-564,5555360238519252381.xml,1741.24,1744.02,"You don't deserve anyone's love, not  even the love of that little girl.",,a woman is kissing a man s neck,,,
20040,185-565,5555360238519252381.xml,1744.03,1749.12,"No, you're wrong. You're wrong.  That's my little girl. That's my daughter. She's the only  one I really care about. And Ryan?",,a woman is looking at something and smiling,Stacey,,
20041,185-566,5555360238519252381.xml,1749.13,1752.05,,,a woman is kissing a man s neck,,,
20042,185-567,5555360238519252381.xml,1752.06,1759.14,"Let him go.  Please, do the right thing for once  and tell the truth. Just confess.",,a woman is looking at something and smiling,Stacey,,
20043,185-568,5555360238519252381.xml,1759.15,1760.19,,,a woman is kissing a man s neck,,,
20044,185-569,5555360238519252381.xml,1760.2,1763.11,I can't do that. I can't.  I have to protect my little girl.,,a woman is looking at something and smiling,Stacey,,
20045,185-570,5555360238519252381.xml,1763.12,1769.09,"Look, I'm going.  No, you... Yes. No, no, you're not going anywhere.",,a woman is talking to a man and he looks away,Janine Stacey,Janine,
20046,185-571,5555360238519252381.xml,1769.1,1771.16,,,a woman is talking to a man and he is smiling,,,
20047,185-572,5555360238519252381.xml,1771.17,1772.1,,,a woman is talking to a man and he looks away,,,
20048,185-573,5555360238519252381.xml,1772.11,1773.04,"You got no proof, Janine. ",,a woman is looking at a man and smiling,,,
20049,185-574,5555360238519252381.xml,1773.05,1774.12,,,a man is dancing in a room with a lot of people,,,
