,Unnamed: 0,begin,end,filename,shot_id,transcript,soap opera,score
13218,13218,00:17:35:23,00:17:37:09,5264050645694159353.xml,369,Here's your crisps.  Thank you.,0.0011336407624185085,0.002267281524837017
18439,18439,00:52:33:24,00:52:35:03,5269245838135402929.xml,903,Oi.  You still want to do that cake  competition?,0.0011318684555590153,0.0022637369111180305
10517,10517,01:46:20:23,01:46:22:22,5256228221757951173.xml,1806,go and get your brother and sister  it's takeaway night!,0.0011291586561128497,0.0022583173122256994
1071,1071,00:58:21:16,00:58:25:22,5245830105934359183.xml,1072,Are you avoiding Ian?  I wanted to tell him.  Course you did.,0.0011258604936301708,0.0022517209872603416
36,36,00:02:07:04,00:02:13:10,5245830105934359183.xml,37,"MUSIC GOES OFF  Oi! You can hear that from across the  Square. Come on, Ricky, you need a workout.",0.001123463036492467,0.002246926072984934
773,773,00:42:36:06,00:42:44:14,5245830105934359183.xml,774,"So we playing party games later?  I already am, mate. ",0.0011191542726010084,0.002238308545202017
19938,19938,00:48:04:00,00:48:06:19,5271844722846213628.xml,908,"Look.  A name makes the baby  seem more real, doesn't it?",0.0011180615983903408,0.0022361231967806816
5671,5671,01:10:10:12,01:10:15:23,5251033029316736209.xml,1355,Crack open a nice bottle of wine.  What do you say?  Yeah.,0.0011128908954560757,0.0022257817909121513
9487,9487,00:46:02:18,00:46:05:18,5256228221757951173.xml,776,"That is a serious wedge.  Yeah, yeah all right.",0.0011114630615338683,0.0022229261230677366
5648,5648,01:09:03:24,01:09:08:02,5251033029316736209.xml,1332,What kind of a bloke?  One with a socket spanner.  You should just get on with it.,0.0011080731637775898,0.0022161463275551796
12451,12451,01:35:20:09,01:35:23:01,5258818087037440299.xml,1820,Comedy pedigree.  It runs through her  like a king prawn madras,0.0011000109370797873,0.0022000218741595745
21606,21606,00:29:13:11,00:29:22:18,5274434588125702436.xml,513,"I've wanted a dog  since I was Ben's age. But Mum said she had  enough to deal with. That's for when you're in the  park together. Thanks, Phil.",0.0010882383212447166,0.0021764766424894333
22597,22597,01:23:06:13,01:23:09:24,5274434588125702436.xml,1504,Ricky's getting a DVD with the kids. ,0.0010725477477535605,0.002145095495507121
13334,13334,00:23:39:19,00:23:51:17,5264050645694159353.xml,485,"This is serious, Mr Branning.  It don't matter.  I mean, this has  got nothing to do with the burglary? So this is just an old bullet hole?  Yeah.",0.001064840704202652,0.002129681408405304
3053,3053,00:49:49:05,00:49:52:01,5248439298566680341.xml,973,It's a time warp.  What do you mean?,0.0010642658453434706,0.002128531690686941
21754,21754,00:36:14:12,00:36:19:21,5274434588125702436.xml,661,Purgatory. ,0.0010608129668980837,0.0021216259337961674
21253,21253,00:08:41:22,00:08:47:04,5274434588125702436.xml,160,But you ain't too busy  to shop for shoes. Why don't you come round to ours  tonight for dinner?,0.001059560920111835,0.00211912184022367
22785,22785,01:32:41:09,01:32:43:16,5274434588125702436.xml,1692,What's this?  For services rendered?,0.0010545409750193357,0.0021090819500386715
13857,13857,00:50:59:09,00:51:01:03,5264050645694159353.xml,1008,Remind me who you've come as again.  Malice In Wonderland.,0.0010533570311963558,0.0021067140623927116
9070,9070,00:20:31:23,00:20:37:18,5256228221757951173.xml,359,"Cuts down on your cooking time.  SHE CHUCKLES You sound like an advert.  ""Oh, dear.  Whatever shall I do  with all my free time?""",0.0010510028805583715,0.002102005761116743
13549,13549,00:34:24:15,00:34:46:03,5264050645694159353.xml,700,"So, I'll put you down for one,  shall I? Sorry?  The Hallowe'en costume.  For the party. I'm not really into fancy dress.  A novelty mask, then.  You've gotta wear something  to get your free drink? All right.  But nothing naff, yeah?  Trust me. ",0.0010485611855983734,0.002097122371196747
1082,1082,00:58:44:16,00:58:46:19,5245830105934359183.xml,1083,"I need my one with the memory foam.  Remembers the shape of my head. What, like how big it is?",0.001046745921485126,0.002093491842970252
6019,6019,01:27:22:20,01:27:26:03,5251033029316736209.xml,1703,I'm late for school. ,0.001040704664774239,0.002081409329548478
149,149,00:08:59:18,00:09:10:12,5245830105934359183.xml,150,"""A complete workout with  fully-trained instructor..."" A load of blokes in sweaty vests  thinking they're Rocky. We could check it out? ",0.0010375845013186336,0.002075169002637267
3859,3859,01:28:45:07,01:28:48:03,5248439298566680341.xml,1779,"Where you off to?  Nowhere. Well, sort of shopping.",0.001035012537613511,0.002070025075227022
11427,11427,00:39:02:21,00:39:06:00,5258818087037440299.xml,796,Have you ever tried a corset?  You'll find they work wonders.,0.001034494605846703,0.002068989211693406
16709,16709,01:07:44:02,01:07:51:02,5266645664934403562.xml,1278,"So, what do you think?  Yeah, yeah.  It's exactly  what we're looking for. It's clean, it's spacious... got a very comfortable floor. ",0.0010341261513531208,0.0020682523027062416
17280,17280,01:39:53:06,01:40:01:19,5266645664934403562.xml,1849,Ain't this nice?  The whole family  round the same table. Don't know what's keeping the girls.  They should be down in a bit.,0.0010287696495652199,0.0020575392991304398
17914,17914,00:18:55:14,00:19:01:09,5269245838135402929.xml,378,"She's got the cleavage for it,  which is great of course. but, you know, the abs.  Hang on a minute.  I'm a comedian, not a lap dancer!",0.0010219833347946405,0.002043966669589281
5525,5525,01:02:25:23,01:02:28:24,5251033029316736209.xml,1209,A dating agency?  Are you off your head?,0.0010200624819844961,0.0020401249639689922
2216,2216,00:07:45:22,00:07:47:17,5248439298566680341.xml,136,ALL: Cheese! ,0.0010163109982386231,0.0020326219964772463
12525,12525,01:40:36:02,01:40:41:01,5258818087037440299.xml,1894,"How about some  dessert instead, eh? I think I've got some  ice cream in the freezer.",0.0010139878140762448,0.0020279756281524897
2990,2990,00:46:57:10,00:46:59:05,5248439298566680341.xml,910,"You go to the school,  talk to the teachers...",0.0010097513440996408,0.0020195026881992817
17746,17746,00:09:02:10,00:09:04:03,5269245838135402929.xml,210,"Here, you are.  Take this.  Buy a cake in the shop.",0.0010064956732094288,0.0020129913464188576
2580,2580,00:26:18:01,00:26:21:09,5248439298566680341.xml,500,BOTH: Cheese! ,0.0010062548099085689,0.0020125096198171377
5469,5469,00:59:36:08,00:59:42:08,5251033029316736209.xml,1153,Come with me  and we can talk on the way. No.  You sure? Yeah.  It's all right.  It's only about the play.,0.0010059518972411752,0.0020119037944823503
7027,7027,00:24:49:13,00:24:55:04,5253646087419594905.xml,418,"Must have been a short film.  We didn't see a film.  Tone, come here a minute,  I wanna ask you something.",0.0009953631088137627,0.0019907262176275253
21465,21465,00:21:56:22,00:22:00:04,5274434588125702436.xml,372,"Tiffany plays the triangle in  the school band, don't ya, Tiff?",0.0009902892634272575,0.001980578526854515
226,226,00:13:58:01,00:13:59:20,5245830105934359183.xml,227,I've got some biscuits. ,0.0009899766882881522,0.0019799533765763044
12333,12333,01:26:50:16,01:26:53:22,5258818087037440299.xml,1702,The man of my nightmares. ,0.0009836709359660745,0.001967341871932149
18869,18869,01:18:22:21,01:18:23:09,5269245838135402929.xml,1333,It's a splurge gun. ,0.000982948113232851,0.001965896226465702
3632,3632,01:16:17:09,01:16:20:20,5248439298566680341.xml,1552,"Eric Mitchell, South East Counties  Junior Champion, 1957.",0.0009721793467178941,0.0019443586934357882
2609,2609,00:27:55:08,00:27:57:01,5248439298566680341.xml,529,The play. ,0.0009704217663966119,0.0019408435327932239
1573,1573,01:24:47:08,01:24:48:03,5245830105934359183.xml,1574,Nothing. ,0.000969617220107466,0.001939234440214932
5080,5080,00:38:02:07,00:38:04:02,5251033029316736209.xml,764,Nothing. ,0.000969617220107466,0.001939234440214932
11727,11727,00:55:46:17,00:55:48:08,5258818087037440299.xml,1096,Nothing. ,0.000969617220107466,0.001939234440214932
12649,12649,01:46:47:04,01:46:49:22,5258818087037440299.xml,2018,Nothing. ,0.000969617220107466,0.001939234440214932
7143,7143,00:31:18:10,00:31:25:05,5253646087419594905.xml,534,"There's definitely a couple of  flats here we should look at. Yeah, what's the rush? ",0.0009688725695014,0.0019377451390028
21173,21173,00:04:02:24,00:04:04:19,5274434588125702436.xml,80,There's a saying in men's clothing -  understated is never underestimated.,0.000967270927503705,0.00193454185500741
16870,16870,01:17:45:15,01:17:49:05,5266645664934403562.xml,1439,Enjoy your romantic evening? ,0.0009646386606618762,0.0019292773213237524
6716,6716,00:06:59:22,00:07:01:11,5253646087419594905.xml,107,Aren't you supposed to be at school?  Aren't you supposed to be at work?,0.0009619136690162122,0.0019238273380324244
21520,21520,00:24:27:06,00:24:28:23,5274434588125702436.xml,427,Since when do you do cleaning? ,0.0009596614399924874,0.0019193228799849749
4386,4386,00:03:17:04,00:03:21:10,5251033029316736209.xml,70,Water? ,0.0009568157256580889,0.0019136314513161778
4038,4038,01:39:01:15,01:39:05:11,5248439298566680341.xml,1958,It's chips in front of the telly  on a Saturday night. I'd love to have someone  to cuddle up to in front of Strictly Come Dancing.,0.000956777366809547,0.001913554733619094
9904,9904,01:09:21:24,01:09:25:04,5256228221757951173.xml,1193,Sorry?  What makes a nice dinner? Garry's cooking.,0.0009515222627669573,0.0019030445255339146
14583,14583,01:33:33:07,01:33:38:02,5264050645694159353.xml,1734,"It was nothing.  His nose bled.  I felt bad and I tried to stop it, I got blood all over my jumper.",0.0009465825278311968,0.0018931650556623936
13223,13223,00:18:02:19,00:18:08:12,5264050645694159353.xml,374,Where have you been?  Sandwiches. Lauren got back half an hour ago.  The service in that place is very slow.,0.0009456773404963315,0.001891354680992663
7445,7445,00:46:43:13,00:46:47:14,5253646087419594905.xml,836,A juicer!  I'll go and have a look.  So a juicer wouldn't be crossing the line?,0.0009449140634387732,0.0018898281268775463
19881,19881,00:44:52:15,00:45:02:04,5271844722846213628.xml,851,Now that's what I call  an impressive set of jugs. So come on.  Who is she? ,0.0009428311022929847,0.0018856622045859694
18682,18682,01:07:34:08,01:07:36:00,5269245838135402929.xml,1146,Your cook.  You'll need someone creative.,0.0009322342812083662,0.0018644685624167323
16546,16546,00:58:42:16,00:58:48:22,5266645664934403562.xml,1115,Oh.  Do they hold many estate agent  conferences,0.0009317405056208372,0.0018634810112416744
7034,7034,00:25:14:19,00:25:21:21,5253646087419594905.xml,425,How was football?  I don't think we're gonna make it  into the Premier Division!,0.0009272286552004516,0.0018544573104009032
19610,19610,00:30:50:10,00:30:53:05,5271844722846213628.xml,580,You should be  on the property ladder.,0.0009023525635711849,0.0018047051271423697
3648,3648,01:17:24:12,01:17:27:17,5248439298566680341.xml,1568,"You see, I'm an outdoor man.  Sitting  behind a desk, it's not really me.",0.0008939742110669613,0.0017879484221339226
8976,8976,00:15:55:05,00:16:00:13,5256228221757951173.xml,265,What's a pilchard? ,0.0008926749578677118,0.0017853499157354236
10993,10993,00:16:28:20,00:16:30:23,5258818087037440299.xml,362,Dinner. ,0.000883285014424473,0.001766570028848946
13585,13585,00:36:39:04,00:36:46:16,5264050645694159353.xml,736,I think it's wonderful.  You and him underneath the stars... We were in Uncle Charlie's  summerhouse. What was it like?,0.0008821508381515741,0.0017643016763031483
273,273,00:16:21:07,00:16:26:21,5245830105934359183.xml,274,"Peggy didn't seem  too happy about it. What's she said?  Nothing, nothing, I just don't wanna upset her. No-one's upsetting anybody.",0.0008815425098873675,0.001763085019774735
9071,9071,00:20:37:19,00:20:41:00,5256228221757951173.xml,360,"Well, you could always go for a spin  in your new car.",0.0008804736426100135,0.001760947285220027
20638,20638,01:25:42:21,01:25:48:02,5271844722846213628.xml,1608,Why don't you go and do him a  drawing or something? OK.  yeah. ,0.000879822124261409,0.001759644248522818
17694,17694,00:07:08:10,00:07:14:11,5269245838135402929.xml,158,"It's a date, then. ",0.0008790655410848558,0.0017581310821697116
16086,16086,00:32:29:17,00:32:31:05,5266645664934403562.xml,655,It's your real test for  Oxford tomorrow. And...?,0.0008752456051297486,0.0017504912102594972
14712,14712,01:39:56:02,01:40:02:19,5264050645694159353.xml,1863,"I couldn't shoot him.  I'm just a bloke, an ordinary bloke.  I'm well out of my depth.",0.0008724540821276605,0.001744908164255321
15380,15380,02:21:16:13,02:21:21:05,5264050645694159353.xml,2531,We're looking at attempted murder. ,0.0008644210174679756,0.0017288420349359512
11767,11767,00:57:15:23,00:57:17:17,5258818087037440299.xml,1136,"Or community service.  What, sweeping the streets?",0.0008597202249802649,0.0017194404499605298
22190,22190,01:01:39:07,01:01:40:10,5274434588125702436.xml,1097,And the steak.  Both?,0.0008584200986661017,0.0017168401973322034
23052,23052,01:48:22:15,01:48:26:05,5274434588125702436.xml,1959,You can have tea if you want. ,0.0008546647150069475,0.001709329430013895
2355,2355,00:14:38:07,00:14:42:14,5248439298566680341.xml,275,Must be my probation officer. ,0.0008521069539710879,0.0017042139079421759
11383,11383,00:36:52:23,00:36:54:17,5258818087037440299.xml,752,But you do spend a lot  of time on the computer.,0.0008442121325060725,0.001688424265012145
18416,18416,00:51:36:13,00:51:37:22,5269245838135402929.xml,880,All right then.  Why don't you bake a  cake and I'll get Shirley to do one and we'll see who's the best?,0.0008399331709370017,0.0016798663418740034
12252,12252,01:21:31:07,01:21:34:09,5258818087037440299.xml,1621,That's one for all you  post-industrialists out there. No?  Never mind.,0.0008371503790840507,0.0016743007581681013
12174,12174,01:17:08:10,01:17:10:07,5258818087037440299.xml,1543,"Well, with you as a role model,  no wonder he's gay. He's not gay.",0.0008362773223780096,0.0016725546447560191
13247,13247,00:19:45:18,00:19:47:24,5264050645694159353.xml,398,A little bit of class.  Aren't you supposed to have fangs?,0.0008273557759821415,0.001654711551964283
7518,7518,00:50:55:09,00:50:57:08,5253646087419594905.xml,909,"Come on, Whit.  Let's go on a chemist  crawl, eh?  Get the free testers,",0.0008247985388152301,0.0016495970776304603
20783,20783,01:34:14:16,01:34:16:01,5271844722846213628.xml,1753,Christian!  Couldn't resist.,0.0008237276924774051,0.0016474553849548101
6362,6362,01:43:30:12,01:43:35:09,5251033029316736209.xml,2046,Head office! ,0.0008233250700868666,0.0016466501401737332
13245,13245,00:19:36:08,00:19:42:07,5264050645694159353.xml,396,Ah-ha!  May I present  the Countess Dracula!,0.0008223176118917763,0.0016446352237835526
